flight_id,flight_number,airline_code,departure_date,departure_time,arrival_date,arrival_time,travel_time,departure_airport,arrival_airport
b85a745762c568d4546887bf90358dba25026076ca427dd1830c8810a10765ae,NK 1359,NK,2022-11-02,08:22,2022-11-02,10:55,4:33:00,ORD,LAX
66d6fe27b8ac36fae1d5dda30fb87b671f73b8741a7aaa23cbf60084a01c9c20,UA 2142,UA,2022-11-02,09:30,2022-11-02,11:57,4:27:00,ORD,LAX
2c57d1f0079c1e241509327d67422854bc36ac5ee8491af71d59afb4bc20e0ea,AA 1375,AA,2022-11-02,14:30,2022-11-02,16:52,4:22:00,ORD,LAX
15f15c5e33e2c1037507fe34b3d300b482d15cb7d5fb55cef963cfa671ab49a3,WN 1766,WN,2022-11-02,12:25,2022-11-02,14:50,4:25:00,MDW,LAX
53a2e32fff4e00e024f1c967d6df054d08786f24123886d237af26d24bcbfde5,NK 644,NK,2022-11-02,19:30,2022-11-02,22:07,4:37:00,ORD,LAX
c3698f0f751adf11d5d9b4f95e30ed203e6b09e535991c2da4a50dcc685328de,NK 1024,NK,2022-11-02,21:59,2022-11-03,00:39,4:40:00,ORD,LAX
13223d42c2d79eb4eb90bd42ecc1c8d95f8870c68372357f134399813d537d2a,UA 2105,UA,2022-11-02,07:40,2022-11-02,10:09,4:29:00,ORD,LAX
84ddb5dc78d3d2bb2281a3b708588a5e3f4841d3eb4f57ea7c02ff1aee3e3531,UA 1147,UA,2022-11-02,10:35,2022-11-02,13:09,4:34:00,ORD,LAX
05fbe070ea376f1546458491e103deabfc0a84700627e3491b5d68c4bae86a6a,UA 1139,UA,2022-11-02,12:46,2022-11-02,15:19,4:33:00,ORD,LAX
b175eb3f21bba41bd0093dbe7a4c031074eb08d4793a80ffeebf3714ce98afeb,UA 2451,UA,2022-11-02,14:22,2022-11-02,16:55,4:33:00,ORD,LAX
0e1a8a5f4587a3a1e80258fbe5c0fb69216e45ee8d80b75e5251094f3b04a809,UA 2095,UA,2022-11-02,15:45,2022-11-02,18:10,4:25:00,ORD,LAX
30b4c2951be309530d0bb7775ba0947e8fedf7e05bbb75b4493a916de15b9074,UA 1067,UA,2022-11-02,18:08,2022-11-02,20:44,4:36:00,ORD,LAX
8e89a050cc82abb98bfac0d9a5243de858b178658ec81672c9fbd26c7dee254b,UA 2649,UA,2022-11-02,19:57,2022-11-02,22:33,4:36:00,ORD,LAX
24a7d82b9425003ee36e9f8bbf9659c6c720132f502548ea65118c0c99982cf3,UA 1963,UA,2022-11-02,21:21,2022-11-02,23:59,4:38:00,ORD,LAX
79877c959a9d9c48b59e9a8dcc41fc6fdcd5bf9221234a8cc3e92367fb0c8455,AA 1037,AA,2022-11-02,07:00,2022-11-02,09:20,4:20:00,ORD,LAX
dd3bd7ec6ff8914b5f7e77042d5eb95824719bd26c12dc7e8dcc00515809da3e,AA 2882,AA,2022-11-02,08:25,2022-11-02,10:47,4:22:00,ORD,LAX
ad8be6b3ca80a8ade49d77cb16af4804133e26189f79d91045e0fb2f171f6e9c,AA 2131,AA,2022-11-02,09:25,2022-11-02,12:03,4:38:00,ORD,LAX
5e510178cbcdb4357ccae5d17b8c0942054b1054b0d3b29ba059d8a7d2a8df5f,AA 2431,AA,2022-11-02,13:36,2022-11-02,16:16,4:40:00,ORD,LAX
46cab3664fa265141e161518ef4c5df7cc2eb05d36dd6eb019c45fcacef86fac,AA 1640,AA,2022-11-02,18:41,2022-11-02,21:05,4:24:00,ORD,LAX
3584e447da7b442cebe70f6fbf4107cf5f027355f081694871786c3e3dc3d815,AA 1384,AA,2022-11-02,19:19,2022-11-02,21:44,4:25:00,ORD,LAX
9f57e1f02f14cd45563dceb475d8f8ba23a93121205d38d2eb2e3dfdcb6f0a20,AA 374,AA,2022-11-02,20:54,2022-11-02,23:14,4:20:00,ORD,LAX
783e440c19c74561d95321a660d0a6163c8029668b39ca189fb1c20e4b8aa796,WN 149,WN,2022-11-02,05:40,2022-11-02,08:05,4:25:00,MDW,LAX
5c48179ef686c7d807470adf43572118cf1eb95cd0365fb67e6e0d86f6ba7f15,WN 3696,WN,2022-11-02,18:15,2022-11-02,20:35,4:20:00,MDW,LAX
622c21baa290bb69778e8f909b4e0ae063a1a06713c6ffb47bf2e26cf4be335c,WN 135,WN,2022-11-02,21:35,2022-11-02,23:55,4:20:00,MDW,LAX
b2856d5a4a9e77b9a3efdb93bb6d6308629510fd2239ae9ba7f517b34e58ff43,NK 1359,NK,2022-11-03,08:22,2022-11-03,10:55,4:33:00,ORD,LAX
20989b330e18e60342d8edb1b45f5061054f07f689a9e77c5f6e0a8e0ebe16bf,UA 2142,UA,2022-11-03,09:30,2022-11-03,11:57,4:27:00,ORD,LAX
aad15c480a4400b25d8afb40d1c715e3c686e77a097b7f8bac4d5249f783265b,AA 2184,AA,2022-11-03,09:52,2022-11-03,12:31,4:39:00,ORD,LAX
4b2f5dd94378b32f1179949981a5f7c13ae606a7203196da37c6e1ce85de3bed,WN 1766,WN,2022-11-03,12:25,2022-11-03,14:50,4:25:00,MDW,LAX
8a6686cb83f8fb966e9015086427b98ac663d2fc95775ce17496d43d299120ec,NK 644,NK,2022-11-03,19:30,2022-11-03,22:07,4:37:00,ORD,LAX
95831fa3321ab4a3fea7112e9f44cc3066d8689d3ecc83361b0ec3dbe5f1fefa,NK 1024,NK,2022-11-03,21:59,2022-11-04,00:39,4:40:00,ORD,LAX
479c60577f5e46d766b27f8b8e8de3fa40f8e60d2ba95df7df18d9f6236b7209,UA 2050,UA,2022-11-03,06:02,2022-11-03,08:35,4:33:00,ORD,LAX
91b44a5a248c132ac77f9ae6cf1b511afc5cc6de6c7c9a4650ebb2ac8b8978c0,UA 2105,UA,2022-11-03,07:40,2022-11-03,10:09,4:29:00,ORD,LAX
