flight_id,flight_number,airline_code,departure_date,departure_time,arrival_date,arrival_time,travel_time,departure_airport,arrival_airport
d63fc4279f2fc2cfbedf95cd1d12fe21429351fc260615cb6b79e21e96fb084e,NK 1786,NK,2023-04-03,20:11,2023-04-03,22:49,4:38:00,ORD,LAX
170f8f9d71af1d1691b8f083ee36e9a80de1c085220dbfc5adbbaa44a5010ca5,NK 1024,NK,2023-04-03,22:27,2023-04-04,01:05,4:38:00,ORD,LAX
14cafd18c1cf34570d2ac88f90261853213f843f3e2ca9d773975804f6f04ae0,AA 2882,AA,2023-04-03,08:25,2023-04-03,10:57,4:32:00,ORD,LAX
07b569354a53ff184959602672a2f2258beac0b231ef80d3bb45934bde620aaa,UA 2430,UA,2023-04-03,08:55,2023-04-03,11:30,4:35:00,ORD,LAX
e59db34732da9960dd93e358fbcf536082d8e49408173078125d22c6c2c39c3e,WN 1792,WN,2023-04-03,13:30,2023-04-03,15:55,4:25:00,MDW,LAX
d47798987055868e1a220e002ef8d777db6a109a539d7b020e094d6efc5d78df,AA 669,AA,2023-04-03,07:10,2023-04-03,09:45,4:35:00,ORD,LAX
814405a7c59c7c4fcf52b1a126206eee1bfeaa4bd1542e68367710f2dce6a795,UA 1224,UA,2023-04-03,07:15,2023-04-03,09:35,4:20:00,ORD,LAX
48e122a9095f0b38f3fd4403241d865bbf8e811faafeedf43008e52d23b8be6c,AA 2184,AA,2023-04-03,09:50,2023-04-03,12:42,4:52:00,ORD,LAX
edbb2ad9bd27e5acc3d86e6874e433143d990aeab44472996b7ff198b9d26df7,UA 2668,UA,2023-04-03,11:20,2023-04-03,13:57,4:37:00,ORD,LAX
f99af98bb3e8267a5e4d46b82e5ad326e7ce8bc7c51a225213f2e45c7c056144,AA 2431,AA,2023-04-03,13:00,2023-04-03,15:42,4:42:00,ORD,LAX
9145c377ce346902df340f4d4f8e7b5d111af748f0c3340b2db2effb335ebc4c,UA 2406,UA,2023-04-03,13:04,2023-04-03,15:34,4:30:00,ORD,LAX
7815e68f6c34eff6c4aef868f1d2d1c8e02269916e29f77190d34edd915d4a0f,UA 1587,UA,2023-04-03,14:00,2023-04-03,16:30,4:30:00,ORD,LAX
