flight_id,flight_number,airline_code,departure_date,departure_time,arrival_date,arrival_time,travel_time,departure_airport,arrival_airport
6ec007eed5e0167733f7bd0c003bdf77de7c5d1e62e92c6c4d180465c6ac122e,NK 1024,NK,2023-10-09,23:05,2023-10-10,01:40,4:35:00,ORD,LAX
cc93d53f82368077a2d8ebfd51639a40291627844ed1ee94b0dc85adfe166aae,UA 2430,UA,2023-10-09,09:05,2023-10-09,11:25,4:20:00,ORD,LAX
5d5e5b8863bd74d6365e688df134d84c2336bc7e9831560702df36941b170a4b,AA 2980,AA,2023-10-09,10:05,2023-10-09,12:34,4:29:00,ORD,LAX
2f53cd9c295ca2da36c01ea76bbb2be9dd7ee96014572a3a8cc4ae6e13594568,AA 2798,AA,2023-10-09,06:01,2023-10-09,08:25,4:24:00,ORD,LAX
c284896396a00b9d60ccee5d250d877b03e45e40fb71acaf0702518453aa0c1a,UA 2318,UA,2023-10-09,07:10,2023-10-09,09:40,4:30:00,ORD,LAX
bd18eacd2715efb6a97e07796205a187111649c508db05a807430469af625e05,AA 2743,AA,2023-10-09,08:40,2023-10-09,11:10,4:30:00,ORD,LAX
bc022a037e98c3a108c95c4f38ad3d54316bd4a685258b2f5c3a937ef769e9fa,UA 2406,UA,2023-10-09,10:52,2023-10-09,13:25,4:33:00,ORD,LAX
7ae7f1c1d4fd9c2e2bdc896754089c5e8a6134f0737d7a93273d122599462344,UA 1796,UA,2023-10-09,12:55,2023-10-09,15:29,4:34:00,ORD,LAX
4b961853c5fc941d569a4127ebebac726a98326737f6a6c2604697acd2652035,UA 1960,UA,2023-10-09,14:01,2023-10-09,16:30,4:29:00,ORD,LAX
995bffa80a98279a3edf8d5906978eb208eddf826e33f3aee98eec030e705f09,AA 2994,AA,2023-10-09,14:23,2023-10-09,16:52,4:29:00,ORD,LAX
f89e3fd269552ca2304c563e891e9c9db0c466ce2a238ed7f7870c14e7dd34f8,AA 2899,AA,2023-10-09,15:26,2023-10-09,17:47,4:21:00,ORD,LAX
64e3868d1685cb3ff150307d58bdf6a52e301e60f0369e1cd29b7a37982399e8,UA 2095,UA,2023-10-09,15:41,2023-10-09,18:10,4:29:00,ORD,LAX
83b43de196fdec1ce78d34eafc77065cd1cec419add364915047c34e959c8795,AA 2627,AA,2023-10-09,16:57,2023-10-09,19:23,4:26:00,ORD,LAX
acc9ab03402ffc520845fdaea2825e002e804f983324d3e90f040a4f69009518,UA 2649,UA,2023-10-09,18:10,2023-10-09,20:40,4:30:00,ORD,LAX
734df8810a6a75b0c462b9a2be46484b4e9e3afa0ebbb9e71d815d900ecded13,UA 1641,UA,2023-10-09,19:35,2023-10-09,22:00,4:25:00,ORD,LAX
67a966210313d4a5f13b2e93c63ddbeaa141a7fac5364b54fe71e72257902ae9,AA 2741,AA,2023-10-09,20:34,2023-10-09,23:01,4:27:00,ORD,LAX
4957283d73d106a3108b8d603b37e4435deb55ab42e6e56642d7f610125214eb,UA 1963,UA,2023-10-09,21:15,2023-10-09,23:48,4:33:00,ORD,LAX
42fe16f54bd02ac2176f17dce5ced1fcc9d50dfd4be0345c902e6dc4f567fac9,AA 1800,AA,2023-10-09,11:50,2023-10-09,14:14,4:24:00,ORD,LAX
27b935f168cc97ed529e092f614fecd6a049b4daf82f31ecfa0f7bbfd466fd10,NK 1024,NK,2023-10-10,23:05,2023-10-11,01:40,4:35:00,ORD,LAX
a632ab241c7109f8db7e577a402086f08121a28ef78fe8e3adff97733a673dc1,UA 2430,UA,2023-10-10,09:05,2023-10-10,11:25,4:20:00,ORD,LAX
f79844bd26b072fff82dad8e9d0c0e3d57589142eb4a9fb14937e7804a0c79bb,AA 1800,AA,2023-10-10,11:50,2023-10-10,14:14,4:24:00,ORD,LAX
9400723c6227c86becd50a03cfb769a1f7a171d24e3118aa24a6bf5687acf07e,AA 2798,AA,2023-10-10,06:01,2023-10-10,08:25,4:24:00,ORD,LAX
6ef3bdac847321af579d15b1901a300a05dddd0a790fa17dd9a042169c155dbb,UA 2318,UA,2023-10-10,07:10,2023-10-10,09:40,4:30:00,ORD,LAX
8d6aac52a6bc51dd462933ef25650cc30a36e5910d9097e7a7c7055b159ce071,AA 2743,AA,2023-10-10,08:40,2023-10-10,11:10,4:30:00,ORD,LAX
ffef649ab7f384079bae2bca2fb2e4178ac943a2fec909b9e3e76db131b99d88,AA 2980,AA,2023-10-10,10:05,2023-10-10,12:34,4:29:00,ORD,LAX
65a21a6defdff1f9609cd680c8c79966ecf12d4137690062aca58702f47d0cb4,UA 2406,UA,2023-10-10,10:52,2023-10-10,13:25,4:33:00,ORD,LAX
58908e3193333f0699b5e698c8e3e6b45ff368c12a72e10c77cf929c56bbb80b,UA 1796,UA,2023-10-10,12:55,2023-10-10,15:29,4:34:00,ORD,LAX
e203676c8b43e96426eeda7068708124db765d35b176a96a4c230b925266befb,UA 1960,UA,2023-10-10,14:01,2023-10-10,16:30,4:29:00,ORD,LAX
5faa339560c49273806ab36350111f9e63d0041e7f356d3d94080def5440eabb,AA 2994,AA,2023-10-10,14:23,2023-10-10,16:52,4:29:00,ORD,LAX
a5b7b6389ecf29892b7a8497b5ef30b911876e3208fa6f6b40e48d6ae909d3a5,AA 2899,AA,2023-10-10,15:26,2023-10-10,17:50,4:24:00,ORD,LAX
b59a1c7d0fa3fd3ddd5456a4773475ac3f17f30988cca654e803211b7510369e,UA 2095,UA,2023-10-10,15:41,2023-10-10,18:10,4:29:00,ORD,LAX
e87c519a6887b7e4021b383ab16440dc67a78c42ea47cf829470bdae5b5c7de3,AA 2627,AA,2023-10-10,16:57,2023-10-10,19:23,4:26:00,ORD,LAX
339611b3bee469b6bc61c21121d41cff6f0f8216b678903f89014c748a325d24,UA 2649,UA,2023-10-10,18:10,2023-10-10,20:40,4:30:00,ORD,LAX
73c0618ff7db353b562f54183eac21e4e4ed6abb395e7efe74528ced5c0a73d0,UA 1641,UA,2023-10-10,19:35,2023-10-10,22:00,4:25:00,ORD,LAX
371f1aa38cb304c00df170c9f28d9d24ef71082bfa218d7d53de06ad5d286d2f,AA 2741,AA,2023-10-10,20:34,2023-10-10,23:01,4:27:00,ORD,LAX
6c3a64dc98577daa1c6bdbb71223f995b5af5fd1ddd38fd98032d8ede0fa2808,UA 1963,UA,2023-10-10,21:15,2023-10-10,23:48,4:33:00,ORD,LAX
c954c48dce44da150916bf683900d3afe88474d2ff562832450112c6cdf0b91e,NK 1786,NK,2023-10-10,17:31,2023-10-10,20:06,4:35:00,ORD,LAX
3de81e0a542948a070c75eb6f12fe068213e0fd365aa33da5b658f807a5512e5,AS 331,AS,2023-10-09,19:59,2023-10-09,22:44,4:45:00,ORD,SFO
f0bec93a191e7318fe4a5236e389784af75f914ec1865da5f4d9eb781b23cadc,UA 1943,UA,2023-10-09,09:15,2023-10-09,11:54,4:39:00,ORD,SFO
2b1dc53f82f496b6f3efe07903527b2d5f76ea272934159c3ecd238ce1715ef9,AS 597,AS,2023-10-09,14:57,2023-10-09,17:40,4:43:00,ORD,SFO
192e773275a6e5319b05f603fd963c22cf6a16d7ed328fbe28851bddde5b9001,AA 2644,AA,2023-10-09,13:40,2023-10-09,16:23,4:43:00,ORD,SFO
8b884f66987109f46365d4a6ff2f2b70f250e67628f44b7f9d76244568024ee0,UA 1986,UA,2023-10-09,06:00,2023-10-09,08:46,4:46:00,ORD,SFO
11c1257bdb7daed46b5ea4fcd31d45a971add83ee9e138df34fce5798ac44b3d,UA 343,UA,2023-10-09,10:35,2023-10-09,13:21,4:46:00,ORD,SFO
a5773c7557a1428cdcaca3ea453514a15cec557bbc75d050b30a8a33b64bac51,UA 528,UA,2023-10-09,12:45,2023-10-09,15:28,4:43:00,ORD,SFO
