ticket_id,flight_id,purchase_date,class,price
ee2bb3f5c731b738b5b1d36b537bd9241a015af5fde5a0f7b0b8cc77f2db39fe,438021cb9e1060d9990c75d4b9c8e763dc30b442b2ca6c13879e115ce604b109,2022-11-17,Economy,297
55c3b754d5292270541c946c529b117d9895eae97ba4a0dd8c00296621a7c966,9bab1642d6669d9a6f99508bde1388363e27632ad1b198973f353145878af1a8,2022-11-17,Economy,373
cbb6358789d4fc1ad00f4d2afc8fd2ccb015913960162b0d0512d7c2cee287bd,cb91963eb299112483f8fa344650cd6ad3bd826764f07a5f5a499d4655c1daa2,2022-11-17,Economy,373
17c01af7ac3f78cb7642e9462e9e039afb33e97a3be393694bf5895742df9baa,03592c6c7a271301a1c87d0d25279b6ce828a18a597ed69382c2e3b04a911f14,2022-11-17,Economy,
ceb2db17d55bc9aa31a9f6a08da882e5ab8b686d49111e34439df9b963efa3f0,6968f531b5d8427493e447da9664d11769ecd9e8db914b007f886026b17414eb,2022-11-17,Economy,347
c40818fc60895ae5037a591896b33ec0f2cadf901f861cf35d0557868ce4b5ca,5d4e9cb9a0f01af0ad8c65340ebdceab98b4835d1fdd7e90a002083df88ebb13,2022-11-17,Economy,373
041362da29da5180a8a572a0007e08f32f1efddd4634de863fece8e73dd25d4c,f47b424ca0365d733a7ca2c4b5c4476252506905312fe41f6eaf2fefdad19e22,2022-11-17,Economy,373
d53ce9530db7210af8be8cbc159ab89b912a7f3b2f7707746cb7773230ae115b,9b1b6d5a566fff43cf94368eae07e935e55713d60d3e86807bd0c153b3f08057,2022-11-17,Economy,373
47d1726e531c10735976e369a0c3ead7a144bff40daaef8555a5a0bf332a638e,22dd0b0535604405255a2461002dd07adb4dceeb41bc60f992c01aae586fec4b,2022-11-17,Economy,373
95dae5d25d9592d96e1870cf61fedc669c52306e2e5e9b2d4beaac8ae7c3eb00,81b973f1f16c84c175a3ba10ed693a22c8ad51cf10a106f5a5a1ae411aa90fbf,2022-11-17,Economy,373
9417eaf05c30723c76aaf6f0b203888e58c2fefcd260cb720e7df454122c2eae,09943a0c25711667072970ca0754ad3ec0fc497a6a8c3c0ef4f64b1a76588b2f,2022-11-17,Economy,373
5e77a6622e40c003806092c41038933cd7d925175240b9ccc22768a604e1d9c5,dfa35e997f2f2a7c08b106d323dff23bef7add4cc23c8a3a89317fe5990d64c6,2022-11-17,Economy,373
b01becd71076a842a79c9d650f01f0ee7d5299945f501b094344dae36c682381,5aa9b0a71fda4ba6564b154f65d20bab29aa9aaaac529db3057598c0d4dc25e5,2022-11-17,Economy,373
5f29e0abecdc0d7df001d1ea60a4cdce50634102ab5b98f2f7187f13b2ade677,074eeb8e983d4a328fd94c69c7dc43e487b749d73f3c7f8855fba3614e414a30,2022-11-17,Economy,373
13a7094bf70ddc185383bda67dc2de9080d96f7073e00d5dea965291cc1ae734,e19a53a73b9ce73a2a985b66046e516cdb6e0dfdb8a95539eadbd2b84e2834a8,2022-11-17,Economy,373
45b9b0a1368901a4ac196de933718ad7471edd0da396a7eb8077491a147e48c4,9327d9d83853c8c1bd908b57b1fa14ef0077542198226ddf6d7593b5220f9d22,2022-11-17,Economy,373
d595a8e9f241843d0a30b5a95228e2898416d87965fbddbf57fe058c3dfdc3ed,040007de95c37a1179394ea6e04899949fe2ce70193858c9dea904f284d4e1c2,2022-11-17,Economy,373
4cc8e6d4e0bf060000e7df8adaee4ccec25206efd7012fe3b32a4e8c1e9ec394,5ac04acdad7517e291b36a4739641e9026dcd6b424a10d1e79290833d0298dfc,2022-11-17,Economy,373
1e2107ecee242ff29f66a83219539086da6a16e7c066d01ceb55259bbc99cc10,d40d4fa2d22fe3c25bbdee50163f83ec2efb50206e84a3fd8eea5796de662a27,2022-11-17,Economy,373
3b8132049fb3d7250eec8686a375c14ce8dfe3845d7171f7728194a4798d054d,748d7aa24e11b89bab4d4ef73e74f46cb2f91f402d5f3a0f9e4b2cfac6e15600,2022-11-17,Economy,373
6377df4cfdd9662db19741f78be983157ed87e314a2b113daa5c5bf6ee0c552f,446d4b37391deeba49384808ac7d05a9ee06a55a850472dc26a42bfb46eac3a4,2022-11-17,Economy,468
ed8c939da7e658e2b9e2679e0e7c2847c90efa437d94ec5146619c73d0e4d666,a222555b6691b9e4b2f82cb2e1a8a4e4a18ed5fe9d5f3c8243d0ab1db4f40fb3,2022-11-17,Economy,
be44d3a03bc18319be5c39c44378f81554ccd800893db7d7fdfbbf31fa427539,cf221dcda824c0d75225670b27bfb0c20dc7d563791da52da4a9a8dc4f68228d,2022-11-17,Economy,
3605d225819ffc7fdadce0e9c2a3e9084ebc79c28b8986eb61450e3b3f10b717,b66f74466d2f9fde7d54e9bfdf1dbf0332a04ce71b379961e2ce8f0544136e17,2022-11-17,Economy,
ef49e22fee55aa26b93a79166751c4ed4b69fdc8a1ba4665bb89792d6e709096,b8956632aa9667975ceb3e23229a16deeea74b4f56d2ab177d0e678b6e7b9272,2022-11-17,Economy,373
f67436179beafbfe206ec1b6a95c56e7ffc72b8d12af31cbeda786703b0ac6d3,44d43b076a55a7c207e989d9c02d44b2885e80f5761d7dc289e594902fc0357a,2022-11-17,Economy,373
ca3ad38d3a33a6f339137a47d939db1d84249a9f5f907b6197eda62bceb9dd49,de63770311df5d440fe8d11e34c930d68dfe61366138cbfd2fd8911e7bb7af19,2022-11-17,Economy,373
83cb11505a56792c0d5925f232ac3a5df1279c90490b91b8e30282004165e488,6447a93a01eddd3f498bf4dd83e166c02a278847c3ca6f547d2e6721d07c2d90,2022-11-17,Economy,373
7484f143b929f7b669e5e28147720c17b44c0c897ce97f49b3ceb0422b8791c9,d3a72cc358e8993d345eeeedfdb0e72f0caa5a39be6a508a62ee0006673cb05d,2022-11-17,Economy,373
b40f2302c51d7e7628dd72f6534dfbda8b70c055b4aa237b204d3660ee86047a,f4472be39f82144872a6abc2bdd03e4fd77425dfae86d4c614cfc78069c0f388,2022-11-17,Economy,
e7d94ee2c087dde110ce2b17a57bfaee9aa6fa917e0e5ab53b43bd577a58cf11,9cc4c1084bf444b022b9f9faf93e35f4297df9ba838367048cf536702c8d1e65,2022-11-17,Economy,299
2e73605d34a71ed21434dba829ad3d7869a849115da4cb75636d5759e1f4c582,f364e7776e857bbd4089be35dbfa54abe046de0c75b1433bb5bc403fb3bc64ad,2022-11-17,Economy,354
a37cb3ca5ea3d36bcd3d225d38c0a7fa3f2808ae11c210c990cc4e4fe8f7c55a,d3afe4d07616322e260f4b2419c7e17eccd7b3b88236d179757a679a69ba3146,2022-11-17,Economy,373
