ticket_id,flight_id,purchase_date,class,price
60949fbcc987a4ea51f017b2c6a2283a21423be703471bbb99e94ef3a0159428,b4898c7c657d248f5cca7eb5eca4e407559e54bf164aee1f2581dbedd753cc67,2022-10-27,Economy,373
a25b0b16d18c99190e44da101c071a0a226d62d3516897dbb7beb7385c05e31f,7e90c3d43a816a893a6b05c346b979b53b7ffc62b832cc2ca65b75bca5c4da94,2022-10-27,Economy,373
2e99f157cc8e7e6013ed407f597c1f4afc6ae65d483b06892de18df005ed9a71,673d127055c0a667bf534f99d1d4efff4e13a529cb245b0450f8eb6cfda2af5c,2022-10-27,Economy,373
cfef1ac8cdb0bc26ad78f402984b643eed02433b1f8dcd39bb4d706059e165da,c91e3da653508a755c2336ed0347801789133fc142be3a8255808fdce99b6ab4,2022-10-27,Economy,
95099921253c756b5b7ad2458314ea98d5ddfc95cbf3ac68d8d210ff5915a49c,e17d557b0039355df82798c0ec0201071ddc2935639d5a5ef65757f0fbbc05d2,2022-10-27,Economy,297
95436ae1a6ebe82d514a35ed4bc494260151368112ab1ec12ea1d631b0883b8d,33f256619f8ad39640d9d48395e4cc3c5d34eb4903c25e2999ccf1fc92f49bb3,2022-10-27,Economy,347
a929455802838ae007b96f17ada5fb96d7ccb3854d5adfbf810e3cc1252966c3,b6d5cb855d38f0c1180486f44a01b3b5ba83a52c24935acb7928e8eb401ddc71,2022-10-27,Economy,347
9b95e5a768e21e7b44eea10002836816267298588409b31f937e2f8d678f0155,4030630c87df46c125a5b640306b322f6fc85a9904196d1ae37704766e37bfb9,2022-10-27,Economy,373
705741a63615fbc49783cf9c4970191c1836ba33feee789b51fd0792d54cc94b,33d574f0c947e1d3d1129c1958f73cc514a169b4edb30526826b3b5b1607f415,2022-10-27,Economy,373
4e77bf7b0644ad126993e05df8dd85243d279e4a215897d7c9fb90618173c58a,773f291b60a2bf449057dfe18fa27ef209d627f1ff6f0bd2e4c7261254cc07c7,2022-10-27,Economy,373
193001e5c2928a09444ec8ee55731a9a65259ba5e992a5400c50e5e50090006a,5ba75442ad9b5ba9e7f5069081cfa9ad657582a99191451283c46ab778e571d5,2022-10-27,Economy,373
6766b607c1db6b2386772ca4e08bf15e7ca671d1ea8becf577f9c7aaba887f40,603a0a00820f8bb5ebaf906500b995694196d3a9e6576221a2dfcc007c6ceb0d,2022-10-27,Economy,373
4141b4ada81bc40b3156380142f60a652c09ad7a8a589fc7fb8016da8b558745,887e2028e8933001f9cf50ce4f0782cfd43b41c1caaf7b1e76be78ca1b1411cb,2022-10-27,Economy,373
8de5b945dccc96fbdb6cd842c48ee91b9533aac2eb6b7fd853a41259087bfcb5,7515ae9022c8da9575f2bf96ae2a7333c99c627820fef992476954645b7a8331,2022-10-27,Economy,373
a8140977b85e5d9f651c1c389b09e96446711996f9a5cacb6509af81afbc1a43,324b9edbc833ee15fb9159ab5cfc31c60888cc497f42a698b53101f3079a0f22,2022-10-27,Economy,373
2dfa0fd468002e055aada5caa82abd000cc475cd87a808c1558a6d3db0db9e1e,2c88c3def531397dd7b1f3215fa3b308cd446d5e79b20a80f8954f5f98f07e25,2022-10-27,Economy,373
3395c11bd814d5bece483ef939c5cd69b23289e8c18c38d40d8906be0f949bb1,ecb80abfb212739b1e0fe7a0eff034cd27d2d2c2d7ed278674abe4b4d994cf64,2022-10-27,Economy,373
7bc004e2aca71256b6e6f5a406b8144c2d899f842cf704eaf3f0241c24c6fd7d,134c2e90cfbd574d55712d3b8e19a9ec7930e31c0f6c33f38408c730a5da1cb5,2022-10-27,Economy,373
dc138e2bb7db36160ab1b9a2b2285a67576bb466fe7e10e483f6004249232ffb,e3f47a95b51a2f0b3a4d15fe62130f21ca76813d9889fd602d83d8b41b372b69,2022-10-27,Economy,373
f995da4c306fd301ac3e18d257b726c5cc76f91527504e61eda23f61153ee15a,6758651ae9ad91dabc27dcac847b1550b9a7895e1b1bcc0534bb841e9b7e5c0a,2022-10-27,Economy,373
79c6e3fecc9373d66ae20725ddd033b23bef87afa96377d644f98ed0650021e5,68749fd77e894b3e9dff79611649c196dcb0c3881804231856094b0afc95559a,2022-10-27,Economy,429
3b056b0ce4dcac148da06af36105e3ea6cff442a4e29e387dfff9f8609a31aaf,8cc71ba2c88ca8ce8e402230ba8db735dc913f303e4af74e46740a5c89ed9523,2022-10-27,Economy,
d80547e03752494dd3005635fcc648af4ac207c9e18c0c70d3b302e45ddd53db,7902fe3666c2c519901dccfb425287d02d841c915b91b385806e22b122abfbe2,2022-10-27,Economy,
6019670c2f8b73c8d60115e53104fa7af58b57eeeca9d15d4985dc5ed458863e,980cbb51db9e07e09b4bd792455b407c023658d6a3ee031db852254c139b443f,2022-10-27,Economy,
670f54c67241e3f151c2d4f5a7bb7e2b5d7b8cde2af14fc11ea9d36d77d4f914,d0caa19a922903ffdd4385cd8fb3de8e23cf0d399592f69ccb28f5d02d29be9d,2022-10-27,Economy,373
d67d79bf08eee034973d4ffadebb5324023681f1a00a4d30a6d27dc7c0e6f59f,74ec9ae149860753473682a05610eb213164998cd5d7b86d47056bad3fc6ef75,2022-10-27,Economy,373
5ca6d300d1bedab05a93ad8f2772b1806bb67e371db0f59766cd3d1f37b84ee0,12862557d0ae2cccf9de2a362a535e4a8f43ba2cfc422f3b3711fe346b7fd23e,2022-10-27,Economy,373
9686ddf2c9a468ea6c127cf9152d4ddf2ac01113098da613141e1b8eeca0f93d,7effbc2aff07aa24424f11687dbc1cfaefb04f14340d4c71624e8cb4de8fc8bb,2022-10-27,Economy,373
ee45140969f9a359dffd73c95b4bb17d4b6d5ae7f103b8c534e680c66e5ba65c,6697a4c489b529dea2a21900cca3048582b2e26d8acbd2e58bae687a5ca280da,2022-10-27,Economy,373
